Language	Source	Date	Text
Latvian	db.lv	2011/09/12	Iespējams, Baltijas aviācijas sistēmas apmaksājušas tā dēvētās SAS obligācijas, un tā par 12,4% cenšas palielināt ietekmi airBaltic.
Latvian	rv.lv	2007/03/17	Atradējiem līdzi šādas naudas nebija, un viņi kucēnu veda atpakaļ. Varbūt šī sakritība bija mazā kustonīša cūkas laime, jo glābēji saprata, ka ir tikai divi veidi, kā rīkoties ar atradeni. Proti, vai nu to mest atpakaļ atkritumu konteinerā vai arī “adoptēt”. Galarezultātā suņa mazulis ieguva sev gādīgu saimnieci, kura to tūlīt pat aizveda pie vetārsta un deva pajumti savās mājās.
Latvian	ntz.lv	2009/03/08	"Tikāmies ar ražotnes vadītāju Normundu Veisbergu, un lūk, kāds bija viņa skaidrojums: ""Esmu rajona iedzīvotājs - visi radi dzīvo Pūrē; tā ka neesam kaut kādi iebraucēji, kas mēģina ieriebt vietējiem iedzīvotājiem. Tas ir iemesls, kāpēc gribu vairāk pastāstīt par uzņēmumu. Mūsu pamatvirziens ir visu zivju atlikumu un atkritumu savākšana no gandrīz visiem zivju pārstrādes uzņēmumiem Latvijā - sākot no Ventspils un beidzot ar Limbažu rajonu. Kopumā gada laikā pārstrādājam no 4000 līdz 8000 t."
Latvian	bdaugava.lv	2009/01/29	SIA «Jēkaba nami» nodarbojas ar nekustamā īpašuma pirkšanu, pārdošanu un izīrēšanu, kā arī viesnīcu biznesu, auto nomu un banketu organizēšanu. Jaunākais projekts ir topošā viesnīca «Tobago», kas patlaban top blakus «Hercogam Jēkabam». Tiekamies ar SIA īpašnieku Jolandu Dišleru, lai runātu par to, kas notiek nozarē, un par turpmākajiem plāniem.
Latvian	zz.lv	2010/03/15	12.martā saņemts ziņojums no 3.pamatskolas Uzvaras ielā, kur 4b.klases audzēknis iespēris pa potīti klasesbiedrenei. Informācija nodota Nepilngadīgo likumpārkāpumu prevencijas grupai.
Latvian	bauskasdzive.lv	2007/11/18	"Uz vietas jau darbojas ārstu komandas un no galvaspilsētas izsūtīti medikamenti. Tomēr palīgu vienības joprojām nespēj aptver katastrofas mērogu. ""Pēc mūsu aplēsēm, skarti 900 000 ģimeņu jeb septiņi miljoni cilvēku,"" sacīja Sarkanā Krusta amatpersona Šafikuzamans Rabani."
Latvian	ziemellatvija.lv	2008/08/04	"Šajā ""Vaztusa"" sezonā bija ne tikai jaunas trases, bet arī dalībnieki no Alūksnes, Staiceles, Salacgrīvas, Cēsīm un Valmieras."
Latvian	bauskasdzive.lv	2009/01/04	Valde ir izplatījusi paziņojumu, kurā pauž neizpratni par Latvijas Izglītības un zinātnes darbinieku arodbiedrības (LIZDA) neapdomīgo rīcību, paužot piekrišanu plānotajiem skolotāju ielu gājieniem un streikiem eksāmenu sesijas laikā.
Latvian	rekurzeme.lv	2011/05/31	III daļa: Iepazīstināšana ar ar nemirstīgā skolotāja Vāsištas mācības izklāstu un atbildes uz klausītāju jautājumiem.
Latvian	rekurzeme.lv	2008/05/06	Pateicoties Jūrkalnes draugu organizētajām talkām līdz šim Jūrkalnē iekārtota autostāvvieta pie Muižupītes pludmales; 14 km garumā sakopta pludmale un tur izvietotas atkritumu tvertnes; ierīkotas kāpnes no stāvkrasta līdz jūrai, skatu platforma un soliņi; kā arī tapusi neliela, mobila guļbaļķu estrādīte un Jūrkalnes interneta mājas lapa.
Latvian	la.lv	2011/03/11	"Pensionārs J. Pļaviņš uzsver, ka ļaudis par deputātiem balsoja cerībā, ka viņi būs lielākā saskarē ar zemi, uz kuras viņi stāv un kuras liktenis viņiem uzticēts. Tādēļ, viņaprāt, pārāk liels tracis bija sacelts par ""SC"" iekļaušanu koalīcijā. ""No kā īstenie patrioti baidās? Kāpēc esat tik mazdūšīgi? Vai tiešām neapzināties savu spēku? Kāpēc nevarējāt strādāt visi kopā Latvijas labā?"" Viņaprāt, ja ministrs būtu saskaņietis, kas iedomātos nostāties pret Latviju un latviešu tautas interesēm, kas citiem ministriem un deputātiem liegtu vienoti nobalsot pret viņa vēlmēm, neļaujot tām īstenoties? Viņš ierosina ķerties pie darba ar nākotnes redzējumu, nevis kašķēties."
Latvian	ntz.lv	2008/01/30	- Vai pavasarī var būt situācija, ka zemniekam jāsēj, bet piedāvājumā nav slāpekļa minerālmēslu?
Latvian	rv.lv	2009/03/03	Trešajai palātas biedrenei kāja paslīdējusi uz ledus Jaroslavas ielā. Rezultātā arī kājas lūzums. Cilvēki tur staigājot ļoti reti, bet mašīnas braukušas garām. Viņa nogulējusi uz zemes gandrīz pusstundu, līdz kāds puisis izsaucis “ātros”. Tādējādi viņa “dabūjusi” vēl plaušu karsoni, operāciju nācies atlikt uz nedēļu.
Latvian	bauskasdzive.lv	2008/07/13	"VP priekšnieks Aldis Lieljuksis aģentūrai LETA atzina, ka šo gadījumu noformēšana atņem daudz laika - ""cilvēki ir spiesti atiet no trases nost"". Tādēļ radās ideja uz ceļiem veikt ekspresanalīzes. Pagājušajā vasarā un rudenī Vācijā viesojās Latvijas policisti, lai iepazītos, kā šādas analīzes reāli tiek veiktas dzīvē. Vācijā, piemēram, šīs analīzes tiek veiktas aizdomās turamās personas urīnam."
Latvian	ziemellatvija.lv	2010/03/16	"Aizsardzības ministrija informējusi, ka automašīnai ""VW Iltis"" un diviem spēkratiem ""Steyr Puch Pinzgauer 710M"" vairs nav finansiālas vērtības. Arī neviena valsts vai pašvaldību iestāde neizteica interesi pārņemt šos transportlīdzekļus."
Latvian	ziemellatvija.lv	2010/05/08	"Smiltenes sporta dzīves rosinātājs Guntars Markss pozitīvi vērtē ikvienu sportisku aktivitāti. Bet viņš uzsver - ja cilvēki cenšas popularizēt kādu sportisku aktivitāti, jābūt par to atbildīgam. ""Labi, ja jauniešiem ir iespēja izpausties un trenēties, taču pastāv risks. Kāds bērns var ieraudzīt no malas, kā uz stieņiem tiek izpildīti vingrinājumi un vēlāk tos atdarināt. Tas var kļūt bīstami. Tāpēc esmu vairāk par tām nodarbībām, kas notiek izglītotu treneru vadībā,"" piebilst G. Markss."
Latvian	bauskasdzive.lv	2011/11/07	Pieteikties konkursam var paši, vai arī konkursam dalībniekus var ieteikt kaimiņi, nevalstiskās organizācijas, novada pagastu pārvalžu vadītāji, darbinieki un deputāti, informē pašvaldības attīstības nodaļas vadītāja Inta Klīve.
Latvian	ziemellatvija.lv	2007/10/12	"""Un kur mums būtu cita vieta? Mēs neplātāmies, uzvedamies solīdi, nekliedzam, nekādu ļaunumu nedarām,"" saka Smiltenes centrā uz soliņa pie luterāņu baznīcas sēdošais smiltenietis Pēteris Jēgers (70 gadu)."
Latvian	rekurzeme.lv	2011/06/23	Mūsdienās blakus Jāņu nosaukumam tiek lietoti arī tādi nosaukumi kā Līgosvētki, Jāņu diena, Zāļu diena, Zāļu vakars. Nav skaidri zināms, kā šo dienu saukuši senie latvieši. Iespējams, ka to sauca ar Ziedu svētkiem, Ziedu dienu.
Latvian	diena.lv	2011/08/04	"Iesniedzot dokumentus, būs nepieciešams arī iecerētā uzņēmuma biznesa plāns un dokumenti, kas apliecina ieguldāmās naudas izcelsmi. Kā savā mājaslapā norāda minētie imigrācijas konsultanti, ja klients iegulda pats savu naudu, nepieciešama izziņa par viņa gada ienākumiem Krievijā. Ja tiek investēta uzņēmuma nauda, Šveices varas iestādes var pieprasīt uzņēmuma bilanci par pēdējo gadu vai diviem. ""Nauda, kas tiek ieskaitīta no ofšora bez skaidras izcelsmes, nederēs,"" īpaši uzsver konsultanti, rakstot par gada uzturēšanās atļauju iegūšanas iespējām Šveicē. Pastāvīgā uzturēšanās atļauja Šveicē būs pieejama tikai tad, ja izveidotais (vai iegādātais) uzņēmums būs darbojies un maksājis nodokļus 10 gadu. Vēl pēc diviem gadiem šāds investors varot pretendēt arī uz Šveices pilsonību. Saņemot uzturēšanās atļauju, Šveicē ir jāpavada vismaz 181 diena gadā. Minētie ieguldījumi gan negarantē to, ka uzturēšanās atļauja tiks izsniegta."
Latvian	ntz.lv	2009/01/21	- Cik liela loma šādos gadījumos ir laikam?
Latvian	rv.lv	2009/11/28	Šādas informatīvās dienas vai semināri ir jāapmeklē. Saprotams, ka paņemt naudu kādā lielākā projektā pašlaik pagrūti, tāpēc jo svarīgas ir arī ikdienas aktivitātes.
Latvian	rv.lv	2011/03/24	Es bieži domāju par šo sievieti un apbrīnoju viņu. Tik daudz ciests un pārdzīvots, taču apbrīnojama ir viņas labestība, sirsnība, dzīvotprieks. Un dedzīga ticība Dievam. Lai Dievs dod Annai labu veselību un stiprina viņu vēl daudzus, daudzus gadus!
Latvian	zz.lv	2007/08/21	Tāpat no nākamā gada janvāra LM paredzējusi dubultot arī pensiju piemaksas, ko saņem vairāk nekā 80% pensionāru. Tagad šī ikmēneša piemaksa ir vidēji 6,92 lati (19 santīmi par katru stāža gadu līdz 1996.gadam), bet LM plāno šo piemaksu palielināt līdz vidēji 14,14 latiem (40 santīmiem par katru stāža gadu).
Latvian	ziemellatvija.lv	2008/06/13	Tad mums jāsarunā gidi, jāinformē par sabiedriskās ēdināšanas iespējam. Tūristi nereti grib apskatīt visas skaistākās vietas Valkas rajonā. Lai sniegtu viņiem nepieciešamo informāciju, esam izveidojuši labu sadarbību ar Smiltenes un Strenču tūrisma informācijas centriem.
Latvian	bauskasdzive.lv	2009/07/17	Daudzbērnu ģimeņu biedrība «Saulgrieze» un «Jaunatne smaidam» līgumu ar portālu «Ziedot.lv» par piedalīšanos akcijā «Skolas soma» parakstīja 19. jūnijā. Akcija sākās 1. jūlijā, un šī mēneša laikā ir jāpaveic ļoti daudz, lai trūcīgo ģimeņu bērni saņemtu palīdzību. Par aktivitātēm Iecavas novadā «Bauskas Dzīve» jau rakstīja. Vecumniekos darbība sākusies.
Latvian	zz.lv	2011/10/03	Kā ziņots, Autotransporta direkcija (ATD) pašvaldībām un satiksmes ministram sūtītajā vēstulē norādījusi, ka jau patlaban, 2011.gadā, sabiedriskajam transportam nepietiek 3,6 miljonu latu. Ja atbalstu samazina vēl par trīs miljoniem latu, tad pilnībā tiek paralizēta sabiedriskā transporta sistēma. Proti, cilvēki nevarēs nokļūt darba vietā, izglītības un ārstniecības iestādēs. ATD aprēķinājusi - būs jāslēdz visa dīzeļvilcienu kustība Latvijā, izņemot maršrutu Rīga-Sigulda un divas reizes dienā uz Lugažiem, bet elektrovilcienu reisu skaits samazināsies par 2%. Tas slikti ietekmēs arī kravu pārvadājumu un tranzīta nozari kopumā, jo kravu pārvadātājiem tiks palielinātas dzelzceļa infrastruktūras maksas, kas novedīs pie kravu pārvadājumu tarifu pieauguma un pārvadājumu apjoma samazinājuma.
Latvian	zz.lv	2009/12/02	Mūsējo rindās šovakar pašreizējās sezonas rezultatīvāko spēli aizvadīja Andris Justovičs, gūstot 32 punktus. Ar 15 punktu guvumu izcēlās Kalvis Krūmiņš.
Latvian	la.lv	2011/03/22	"Kooperatīva ""Trikāta KS"" vadītājs Uldis Krievārs atzīst, ka LPCS cīņu pret zemnieku piena rūpnīcas projektu izvērš ne tādēļ, lai tam rezervēto ES atbalstu dabūtu jau esošie piena pārstrādātāji, bet tādēļ, lai zemnieki savam projektam nekādu atbalstu nedabūtu. Jo piena pārstrādes uzņēmumi modernizācijas projektus ES fondu modernizācijas programmā nemaz tik čakli neiesniedz."
Latvian	bauskasdzive.lv	2008/09/08	Plkst. 5.30 – teniss.
Latvian	la.lv	2011/04/17	Kad Daugava nav aizsalusi, var izvizināties ar upju kuteri, kura piestātne atrodas pie Doles parka. Iepriekš pieteikties pa tālruni 29479332 vai muzejā: 67216367.
Latvian	dzirkstele.lv	2007/10/09	"Pagājušā gada rudenī mākslas skola saņēma arī uzaicinājumu piedalīties Ēģiptes kultūras ministrijas organizētajā konkursā ""Ēģipte bērna acīm""."
Latvian	db.lv	2011/01/12	Portugāle palielina nodokļus un samazina algas, lai pārliecinātu investorus, ka tā spēj mazināt savu budžeta deficītu.
Latvian	bdaugava.lv	2011/07/14	Baltijas Starptautiskā akadēmija (BSA), kuras filiāle atrodas arī Jēkabpilī, ieguvusi akreditāciju īstenot studiju programmas «Tiesību zinātne» un «Uzņēmējdarbība» līdz 2018. gadam. Iepriekšējā minēto studiju programmu akreditācija beidzas 2012. gada 1. janvārī, bet, lai studentiem būtu drošība, ka viņi iegūs ne tikai labu izglītību, bet arī saņems starptautiski atzītu diplomu, augstskolas vadība laikus uzsāka akreditācijas procesu.
Latvian	diena.lv	2012/01/14	Lai veiktu ekonomikas sildīšanu eirozonas valdības vajadzīgo naudu ieguva, izlaižot savas parādzīmes, kuras turpināja uzpirkt komercbankas (un caur tām ari citi finanšu fondi utt.), gan vietējā, gan starptautiskā finansu tirgū.
Latvian	ziemellatvija.lv	2011/03/31	"Suni pamanījuši SIA ""Valkas meliorācija"" strādnieki, kuri turpat netālu rok meliorācijas grāvjus. Sākumā dzīvnieks uz cilvēkiem, kas mēģinājuši viņam tuvoties, rūcis, nav devies rokās, bet strādnieku doto pusdienmaizi apēdis."
Latvian	la.lv	2011/10/14	"Finansiālu apsvērumu dēļ pirmo Latvijas karaflotes kuģi ""Virsaitis"", kas nogrima 1941. gadā, no Somijas ūdens dzīlēm pagaidām nav paredzēts izcelt, žurnālistiem apliecināja aizsardzības ministrs Artis Pabriks."
Latvian	rekurzeme.lv	2008/04/12	"""Ķīnā mums ir teiciens - kas izraisa problēmu, tas arī to atrisina. Tā nav Ķīna, kas radījusi pašreizējo situāciju,"" pagājušajā nedēļā sacīja Ķīnas Ārlietu ministrijas amatpersona Cjiņs Gans."
Latvian	ziemellatvija.lv	2011/06/14	Cēsu novada Vaives pagasts ir viens no vietām, kur latvāņu izplatība ir vislielākā. Pagasta pārvaldes vadītāja Valda Zaļaiskalna stāsta, ka cīņas metodes ir visdažādākās. Privātie lauksaimniecības zemi uzar un regulāri pļauj, visnepateicīgākās ir grāvmalas, kur pļaušana ir roku darbs. Ir cilvēki, kuri latvāņus ar lāpstu rok ārā un pēc tam tos iznīdē. Iespēju robežās tiek pielietotas ķīmiskās vielas, kuru rezultātā izdevies iznīcināt jaunos latvāņus.
Latvian	bdaugava.lv	2009/06/06	Sacerējumā jāsniedz konkrēta informācija par raksta varoni: vārds, uzvārds, dzīves un darbavieta, sasniegumi, dzīves gudrība, brīvā laika nodarbošanās, ģimene, u.c.
Latvian	rekurzeme.lv	2011/09/17	Atbildot uz jautājumu, kādēļ viņš padomju okupāciju atzinis tieši ārvalstu viesiem pirmsvēlēšanu vakarā, Ušakovs atkārtoja iepriekš teikto, paskaidrojot, ka SC neizmanto vēstures jautājumus iekšpolitisko jautājumu risināšanā.
Latvian	la.lv	2011/02/09	"Bijušais kultūras ministrs Ints Dālderis (""Vienotība"") piebilda, ka, piemēram, 700 gadu jubileju Rīga svinējusi arī ar jauniem pilsētas attīstības plāniem – izveidota pirmā tramvaju līnija, bulvāru loks, tomēr pašlaik pilsētai trūkst idejiskas attīstības."
Latvian	zz.lv	2010/11/08	Nacionālā apvienība «Visu Latvijai! – Tēvzemei un Brīvībai/LNNK»
Latvian	diena.lv	2011/08/01	VL-TB/LNNK aicina Krievijas viesus atvainoties Latvijas žurnālistiem un apsver iespēju vērsties ar iesniegumu LR prokuratūrā, lai aizstāvētu Latvijas žurnālistu tiesības.
Latvian	zz.lv	2011/09/03	Kā norādīja arī lielākā daļa aptaujāto, ja zagļi ir noskatījuši konkrēto mājokli, tad to pilnībā pasargāt nav iespējams. Tomēr, īstenojot kaut vai elementārus drošības pasākumus, ir iespējams palielināt iespēju, ka zādzība var neizdoties, vai arī, apdrošinot īpašumu, parūpēties, ka, pat notiekot zādzībai, ātri varēsiet aizstāt nozagtās mantas.
Latvian	ziemellatvija.lv	2008/05/02	Konkursa mērķis ir sniegt finansiālu atbalstu sporta inventāra iegādei un mācību procesa nodrošināšanai tām Latvijas sporta skolām un klubiem, kuru audzēkņi sasnieguši labākos rezultātus 2007.gadā.
Latvian	staburags.lv	2011/05/10	Projekta īstenošanas laikā būvfirma palīgdarbu veikšanai pieņēma arī septiņus vietējos iedzīvotājus.
Latvian	nra.lv	2011/08/18	"Kas tad nosargāja to revolūciju? Kas tad bija Kremļa apsardze? Tāpēc labāk klusēsim par šīm lietām. Tāda ir vēsture, tur neko darīt. Šodien to cilāt, tik un tā neviens pareizi to vēsturi neuzrakstīs. Mēs paši esam sūdus taisījuši visādos veidos, visur līda iekšā,"" uzskata maestro."
Latvian	ntz.lv	2008/09/24	Deputāti piešķīra Ls 3 171 ārējo gāzes vadu izbūvei Stadiona ielā 1, kur bērnu uzraudzības istabu gatavojas ierīkot biedrība «Māmiņas bērnu labklājībai».
Latvian	diena.lv	2010/07/30	To Dienai apliecināja divi šīs ballītes viesi – Rīgas vicemērs Ainārs Šlesers (LPP/LC) un Jūrmalas mērs Romualds Ražuks (PS).
Latvian	ziemellatvija.lv	2008/08/19	"Mani šokēja tas, ka vienā no ezeriem zivis varēja barot no rokas, tāpat kā kaķēnus vai suņukus. Tas vien liecina, ka dabas saudzēšanai tiek pievērsta milzīga uzmanība. Tajos ezeros aizliegts arī zvejot,"" secina E. Pormeistere. Viņa atceras,- pirms Nacionālā parka apmeklējuma neticējusi, ka reklāmattēlos redzētais atbildīs patiesajai ainavai. Skatījusies fotoattēlos tirkīza zilos ūdeņus un domājusi, ka tas nu ir pārspīlēts. Taču, kad visu to ieraudzījusi savām acīm, no pārsteiguma nezinājusi, ko teikt."
Latvian	bauskasdzive.lv	2008/07/19	Tehnoloģe Daiga Vērniece atgādina, ka uzņēmumā ir pamatīgas tradīcijas un uzticība senajai, klasiskajai ražošanas tehnoloģijai. Sadarbība ar apiņu, iesala un miežu piegādātājiem ir nostriprinājusies, jo tikai tā var uzturēt iepazīto, tikai Bauskas alum raksturīgo garšu.
Latvian	db.lv	2011/10/21	Tikmēr analītiķi ziņo, ka jaunatklātās naftas ieguves pašizmaksa būšot ļoti zema. Arctic Securities naftas analītiķis Tronds Omdals aprēķinājis, ka viena barela iegūšanas pašizmaksa (ieskaitot tehnoloģiju izstrādes un ekspluatācijas izmaksas) būs tikai 10 ASV dolāri. Analītiķis piebilst, ka pēdējo gadu laikā jaunajos Norvēģijas naftas laukos viena barela pašizmaksa ir nedaudz vairāk par 50 USD.
Latvian	ziemellatvija.lv	2008/05/17	Korejiešu galds neiztiks bez kimči - marinētiem dārzeņiem. Patiesībā šie ēdieni vislētāk ir nopērkami Centrāltirgū Rīgā. To receptes gan neviens pārdevējs nevēlas atklāt un runā aizplīvuroti, piebilstot, ka vispārējos vilcienos viss ir zināms, un nianses atklājamas katram pašam.
Latvian	ntz.lv	2008/02/25	Spēle pret «Multibankas 1» komandu beidzās ar neizšķirtu rezultātu 1:1, savukārt «Multibankas 2» komandai zaudējām ar 1:3. Bet cīniņš ar «Kauguru» komandu bija mazliet interesantāks - vienu brīdi pat saulīte uzspīdēja, bet nekā, atkal zaude ar 4:8... Kaut kā zēniem īsti nevedās šīs spēles - vai nu vēl nebija kārtīgi atmodušies, vai arī drūmais laiks traucēja koncentrēties: nevarēja saprast ne paši puiši, ne skatītāji. Bet mēs tomēr novēlam šiem zēniem veiksmi turpmākajās cīņās! Viņi var gūt uzvaras, ir to pierādījuši ne vienu vien reizi, tik šoreiz viņiem nebija tā labākā diena...
Latvian	ziemellatvija.lv	2011/03/23	"""Vidzemes Modes šovā skatītāji varēs aplūkot jaunās modes tendences apvienojumā ar šova programmu. Būs dejas, mūzika un pārsteigumi,"" informē pasākuma ""Vidzeme Fashion Show"" pārstāve Baiba Veidemane."
Latvian	dzirkstele.lv	2010/03/09	"- Kā jau uzsver Valdis Dombrovskis viņa plānotās ieceres ir saistītas ar rietumiem. Pozitīvi, ka tiek plānots ievērojams atbalsts novadiem un to attīstībai. Protams, idejas kopumā nav sliktas, bet diemžēl, ņemot vērā pirms gada aktuālās peripetijas ar pensijām, kļūst nestabila ""Vienotības"" politiskā atbildība un kultūra. Grūti pašlaik novērtēt, cik efektīva ir bijusi šī ekonomikas stabilizācijas programma, kuru uzsver V.Dombrovskis, jo Latvijas mazo ekonomiku tieši ietekmē gan Eiropas, gan pasaules tirgus tendences, tāpēc arī pašreizējā izaugsme ir diezgan likumsakarīga. Uzskatu - ja mēs Latvijā gribam redzēt tikpat vērienīgas un efektīvas reformas valsts pārvaldē esošajās institūcijās, kā, piemēram, Gruzijā, kur kukļošana ir praktiski izskausta un uzņēmumu persona var nodibināt 13 minūšu laikā, tad es noteikti vēlētos dzirdēt daudz strukturētāku un precīzāku plānu, jo Latvijā ir jābūt spēcīgiem uzņēmumiem ar talantīgiem vadītājiem, un tas ir jāattīsta, lai sekmētu izaugsmi."
Latvian	rekurzeme.lv	2011/07/19	12:40 starts pusmaratons (1 aplis = ~ 30 km)
Latvian	ziemellatvija.lv	2008/04/17	NVA Valkas filiāles vadītājas vietniece Linda Šķerbane informē, ka tuvākajā laikā īstenosies trīs projekti, kas kaut nedaudz palīdzēs risināt bezdarba problēmu, kā arī darba tirgū iesaistīs ne vien pieaugušos, bet arī skolēnus.
Latvian	diena.lv	2011/11/21	Nav noslēpums, ka ārējie apstākļi ir atkarīgi no cilvēka iekšējās attieksmes un noskaņojuma, no tā, ko viņš domā vai saka. Ja jūs pastāvīgi domājat par pagātni, domājat par neveiksmēm un regulāri sūdzaties par savu dzīvi – tad tas ir galvenais iemesls, kāpēc jūs arī tālāk piemeklē neveiksmes . Kā saka – līdzīgais pievelk līdzīgo.
Latvian	diena.lv	2011/12/27	"""Latvijai jāturpina visos politikas līmeņos aktīvi skaidrot savu argumentāciju, lai panāktu lielāku lauksaimniecības un kohēzijas politikas finansējumu,"" skaidroja komisijas priekšsēdētāja."
Latvian	db.lv	2012/01/11	Ja nebūtu ģeopolitisko nemieru, iespējams šobrīd naftas cenas būtu krietni vien zemākas, jo pamatā tiek gaidīta pasaules ekonomikas izaugsmes tempu mazināšanās (līdz ar to krietni mērenāk varētu augt pieprasījums pēc naftas).
Latvian	dzirkstele.lv	2007/09/20	Ierīkota arī artēziskā aka.
Latvian	bdaugava.lv	2011/04/02	Policiju aicina rakstīt protokolus par bedrēs avarējušiem spēkratiem
Latvian	ntz.lv	2008/12/22	Tomēr arī deputāta teiktajā ir atsevišķas lietas, kurās būtu vērts iedziļināties, bet tikai tāpēc, ka savu viedokli pauž deputāts Rozenfelds tas netiek akceptēts.
Latvian	diena.lv	2011/12/23	Savukārt 13.43 Rīgā, Daugavgrīvas ielā, kravas automašīna Volvo ar piekabi notrieca 1999.gadā dzimušu puisi, kurš ar dažādām traumām nogādāts slimnīcā reanimācijas nodaļā.
Latvian	dzirkstele.lv	2007/08/26	"1994. gadā dzimušo zēnu konkurencē pirmo vietu izcīnīja „Zemgale 1"" komanda no Jelgavas, otrajā vietā ierindojās Gulbenes sportisti, trešo vietu ieņēma Ogres spēlētāji, ceturto - Basketbola skolas „Rīga"" komanda, piekto - Igaunijas sportisti, sesto - „Zemgale 2"" (Jelgava), septīto - Siguldas komanda, bet astoto vietu - Ķekavas spēlētāji."
Latvian	bdaugava.lv	2011/01/02	Vai kāds domā par mūsu dzīves telpu?
Latvian	bdaugava.lv	2011/05/24	Taču viņš arī tomēr pamanījis parādāmies pirmos signālus, ka ar šīm īpašībām vairs nepietiek. Nu labi, ka pamanīja, jo sabiedrībā šādi signāli vērojami jau sen! To apliecina arī politisko partiju reitingi.
Latvian	ziemellatvija.lv	2007/11/14	Nosacīta notiesāšana piemērota 42 personām no 100 apsūdzētajiem, bet KL 49.panta noteikumi par vieglāka soda noteikšanu nekā likumā paredzētais piemēroti 17 personām.
Latvian	dzirkstele.lv	2011/02/21	Jāuzmanās arī servisos
Latvian	rv.lv	2011/04/16	Stādu audzētāji sarūpējuši mūsu reģionam piemērotus augļu koku un ogulāju stādus, dekoratīvo koku un krūmu stādus, puķes — kā viengadīgās, tā arī daudzgadīgās. Līdzās atraitnītēm, verbenām, cinerārijām, petūnijām tiks tirgotas alises, lobēlijas, ģipsenes, limonijas, altejas, mežlilijas un daudzas citas krāšņi ziedošas puķes. Dārzu mīļotājiem tiks piedāvāti jau zināmie košumkrūmi un tādi retumi kā ovālās katalpas, halēzijas, plūksnlapu stafilejas, gledīčijas, Ķīnas grimoņi, rozmarīnzalktenes, driādes un citi mūsu klimatam derīgi eksoti. Augļu koku audzētāji stādu parādei gatavo ābeļu, plūmju, bumbieru, ķiršu, saldķiršu, ogulāju stādus. Būs arī vīn- ogu, ārstniecības augu stādi. Dārza “gardēžiem” top pārsteigums — Komarova lotoss. Šis teiksmainais, brīnišķīgais augs nāk no Tālajiem Austrumiem un laika gaitā lieliski pielāgojies mūsu klimatiskajiem apstākļiem.
Latvian	db.lv	2011/02/08	Swedbank valdes priekšsēdētājs Latvijā Māris Mančinskis norāda: «2010.gads ir zīmīgs ar to, ka tika mainīts virziens no samazināšanas uz attīstību. Divi būtiskākie rādītāji Swedbank ilgtspējīgai attīstībai ir aktīvo klientu skaita pieaugums un ievērojams uzlabojums bankas klientu apmierinātības un noturības indeksā.»
Latvian	la.lv	2011/12/23	"Komentējot politiķu attieksmi pret sabiedrisko mediju darbu, viņš veltīja pārmetumus jaunajai Saeimas Cilvēktiesību un sabiedrisko lietu komisijai. ""Jaunā Saeimas komisija Ināras Mūrnieces vadībā jau pat mani kā ģenerāldirektoru nav uzaicinājusi komisijā iepazīstināt ar televīzijas darbu. Acīmredzot nav intereses attīstīt šo mediju telpu (..) bet pārņemt pārvaldību,"" minēja LTV ģenerāldirektors."
Latvian	nra.lv	2012/01/11	Šonakt, plkst. 03:00, VUGD saņēma informāciju, ka Olaines novada, Olaines pagastā, deg dzīvojamā māja. Ierodoties notikuma vietā, ugunsdzēsēji glābēji konstatēja, ka divstāvu ķieģeļu ēkai deg pirmais stāvs 20m2 un piebūve 20m2 platībā. Ugunsgrēkā gāja bojā 2 cilvēki – 79 un 51 gadu veci vīrieši. Iespējamais ugunsgrēka iemesls ir nepareiza apkures iekārtu ekspluatācija.
Latvian	ziemellatvija.lv	2009/05/08	Zālienā mājas saimniece Maija Ancveriņa iekopusi daudzkrāsainu puķu dobes. Sakņu dārzs aiz saimniecības ēkām ir viņas vīramātes Hertas pārziņā.
Latvian	ntz.lv	2011/09/05	17.25 Tukumā, Revolūcijas ielā, pie dīķa dega kūla.
Latvian	la.lv	2011/06/06	– Man daudz kas patīk. Piemēram, raudzīties, kā pavasarī Gaujā ledus iet. Patīk negaisa laiks, kad daba izrāda savu varenību. Mani valdzina kalni, vienīgi ir bailes no augstuma. Patīk lomas, kas vedina analizēt pašam sevi, meklēt saskaņu ar pasauli un domāt par dvēseli.
Latvian	dzirkstele.lv	2007/12/12	"1000 litriem) - līdzšinējās „294"" likmes vietā noteikt likmi „297"""
Latvian	bdaugava.lv	2009/03/21	— It kā tad, ja gadījums nav akūts un neatliekams, ir jāmaksā. Ja tā ir situācija, kad māmiņa septiņos vai astoņos vakarā atved bērnu paklausīties, cik nopietna var būt viņa saaukstēšanās, par to gan būtu jāmaksā pilna samaksa — 10 lati.
Latvian	ziemellatvija.lv	2009/01/18	Ivo gan cer , ka varbūt šogad izdosies vismaz dažus smilteniešus ieinteresēt par beisbolu. Komandā obligāti jābūt 10 spēlētājiem. Vēlamais vecums ir no 16 līdz 20 gadiem.
Latvian	db.lv	2011/04/20	Rīgas lielāko mikrorajonu centros (Purvciems, Pļavnieki, Ziepniekkalns, Āgenskalns u.c.) ir pieprasījums pēc vidēja un liela izmēra tirdzniecības platībām no 150 līdz 400 m2, pārsvarā sadzīves, mājsaimniecības preču tirdzniecībai.
